date,store,item,sales,promo_flag,weather,staff_count,notes
2023-01-28,1.0,4.0,,1.0,sunny,12,Check
2023-03-14,3.0,5.0,105.05,0.0,nan,16,
2023-03-07,5.0,4.0,88.91,1.0,# *,19,
2023-01-28,3.0,3.0,93.41,0.0,# *,10,
2023-02-01,3.0,5.0,74.16,0.0,sunny,14,
2023-01-03,1.0,4.0,71.56,0.0,nan,17,# *
2023-01-12,1.0,5.0,73.53,0.0,cloudy,16,
2023-01-16,2.0,2.0,59.49,0.0,# *,18,
2023-02-20,2.0,10.0,77.2,0.0,sunny,10,Check
2023-02-08,5.0,6.0,96.71,1.0,nan,16,# *
2023-03-27,4.0,6.0,121.9,,cloudy,12,# *
2023-02-16,1.0,8.0,97.37,1.0,nan,13,# *
2023-02-15,1.0,7.0,40.12,0.0,nan,16,
2023-02-04,1.0,2.0,89.13,0.0,rainy,8,
2023-03-20,1.0,5.0,135.64,0.0,cloudy,7,# *
2023-02-18,3.0,2.0,86.02,0.0,rainy,11,
2023-02-20,,5.0,108.52,0.0,rainy,9,Check
2023-02-22,3.0,10.0,69.98,1.0,cloudy,6,# *
2023-01-12,4.0,5.0,33.0,,# *,7,Check
2023-02-18,4.0,3.0,124.9,1.0,# *,18,
2023-02-27,5.0,4.0,82.52,1.0,cloudy,16,
2023-03-28,5.0,6.0,133.3,1.0,nan,16,# *
2023-01-04,2.0,2.0,47.58,,sunny,8,
2023-01-10,5.0,10.0,52.62,1.0,sunny,5,Check
2023-01-04,1.0,2.0,53.55,1.0,rainy,12,# *
2023-02-16,5.0,6.0,104.83,1.0,# *,13,
2023-03-20,4.0,5.0,60.98,,# *,13,# *
2023-02-14,5.0,9.0,93.08,0.0,cloudy,16,Check
2023-03-18,1.0,7.0,78.22,1.0,nan,18,
2023-03-26,2.0,7.0,117.91,,sunny,8,Check
2023-01-13,4.0,4.0,58.56,,sunny,12,
2023-01-15,5.0,1.0,60.94,1.0,sunny,7,# *
2023-02-12,1.0,8.0,115.18,0.0,rainy,12,# *
2023-01-14,5.0,10.0,67.69,,# *,15,Check
2023-01-21,1.0,5.0,,0.0,rainy,17,
2023-02-14,1.0,9.0,104.95,0.0,# *,16,Check
2023-01-08,5.0,7.0,62.92,,# *,5,Check
2023-02-20,5.0,2.0,72.24,0.0,rainy,13,
2023-02-14,5.0,5.0,109.63,,# *,10,Check
2023-01-01,5.0,4.0,71.52,,# *,6,# *
2023-03-16,1.0,9.0,119.58,1.0,sunny,10,Check
2023-02-16,1.0,2.0,80.01,0.0,rainy,19,# *
2023-02-14,2.0,2.0,71.95,0.0,nan,19,Check
2023-01-03,2.0,5.0,61.89,0.0,# *,15,# *
2023-01-16,5.0,10.0,58.61,,# *,9,
2023-02-27,5.0,5.0,104.57,1.0,nan,19,Check
2023-02-14,3.0,6.0,69.59,1.0,cloudy,8,Check
2023-01-25,1.0,4.0,88.03,0.0,sunny,15,
2023-01-25,4.0,6.0,83.87,,sunny,15,
2023-03-03,1.0,1.0,114.3,1.0,sunny,19,
2023-03-09,4.0,2.0,88.88,1.0,# *,15,# *
2023-03-28,4.0,10.0,112.04,,# *,7,# *
2023-02-25,5.0,6.0,137.08,,rainy,14,
2023-03-24,2.0,10.0,353.35,1.0,cloudy,5,
2023-03-25,4.0,7.0,79.43,0.0,cloudy,9,# *
2023-02-21,2.0,8.0,97.98,1.0,cloudy,9,
2023-03-06,5.0,7.0,85.17,1.0,nan,14,
2023-01-03,2.0,6.0,36.42,,cloudy,12,Check
2023-02-07,4.0,1.0,56.57,0.0,cloudy,15,
2023-03-12,1.0,2.0,131.87,,nan,15,
2023-01-14,1.0,9.0,87.53,1.0,cloudy,12,Check
2023-03-25,5.0,4.0,125.27,0.0,cloudy,18,# *
2023-01-01,4.0,7.0,36.15,1.0,sunny,14,# *
2023-03-03,3.0,2.0,74.97,,nan,12,# *
2023-01-31,1.0,7.0,43.41,1.0,# *,5,
2023-03-28,1.0,10.0,152.86,0.0,nan,5,# *
2023-01-28,5.0,5.0,103.23,0.0,nan,15,
2023-01-27,3.0,2.0,46.85,0.0,cloudy,10,
2023-03-21,1.0,3.0,138.09,0.0,# *,18,Check
2023-03-22,1.0,4.0,140.04,,nan,5,# *
2023-02-26,5.0,5.0,140.13,1.0,rainy,6,
2023-01-12,5.0,6.0,89.06,,cloudy,15,Check
2023-03-28,3.0,2.0,85.46,0.0,sunny,13,
2023-01-02,1.0,6.0,74.15,,# *,14,
2023-03-08,2.0,7.0,73.95,0.0,sunny,13,# *
2023-02-06,1.0,8.0,80.56,,# *,15,
2023-02-10,5.0,1.0,66.27,,# *,16,
2023-01-23,1.0,4.0,89.15,1.0,# *,9,
2023-03-09,1.0,4.0,124.58,0.0,cloudy,7,# *
2023-01-01,5.0,2.0,68.61,1.0,rainy,7,# *
2023-02-23,1.0,,,0.0,# *,7,# *
2023-03-07,2.0,5.0,97.33,0.0,sunny,8,Check
2023-01-02,3.0,9.0,41.78,0.0,# *,12,Check
2023-02-06,3.0,9.0,54.82,1.0,# *,14,Check
2023-03-27,2.0,3.0,110.87,,rainy,16,
2023-03-18,2.0,5.0,127.84,0.0,sunny,16,
2023-02-11,3.0,6.0,75.06,1.0,cloudy,6,Check
2023-02-26,4.0,8.0,81.08,0.0,# *,10,
2023-01-07,2.0,4.0,84.97,0.0,rainy,8,# *
2023-03-16,4.0,8.0,72.86,,# *,7,Check
2023-03-29,1.0,7.0,60.01,1.0,sunny,15,
2023-01-30,2.0,4.0,91.19,,cloudy,10,
2023-01-25,5.0,1.0,57.57,0.0,sunny,15,Check
2023-03-30,3.0,4.0,72.86,0.0,nan,6,
2023-03-26,3.0,7.0,85.7,0.0,nan,9,# *
2023-03-22,4.0,2.0,112.33,1.0,rainy,13,
2023-03-04,5.0,2.0,101.69,,rainy,9,
2023-01-22,3.0,9.0,56.69,1.0,sunny,11,Check
2023-01-13,5.0,4.0,63.12,0.0,cloudy,7,Check
2023-03-16,2.0,1.0,84.81,1.0,rainy,5,
2023-02-16,2.0,5.0,96.07,1.0,# *,19,
2023-01-21,2.0,6.0,56.82,1.0,cloudy,12,Check
2023-03-03,5.0,1.0,75.71,1.0,sunny,16,# *
2023-03-09,2.0,6.0,53.27,1.0,cloudy,14,Check
2023-02-22,3.0,5.0,101.54,,rainy,13,
2023-03-17,3.0,2.0,78.73,,rainy,11,Check
2023-01-18,5.0,3.0,57.2,,cloudy,18,
2023-03-25,4.0,6.0,136.85,0.0,rainy,8,
2023-01-10,3.0,7.0,47.99,1.0,rainy,11,# *
2023-02-05,5.0,3.0,74.29,,rainy,12,Check
2023-01-22,2.0,8.0,96.3,1.0,nan,16,# *
2023-02-05,1.0,2.0,92.68,1.0,nan,15,
2023-03-06,2.0,6.0,52.88,1.0,# *,6,
2023-02-26,5.0,9.0,109.06,0.0,rainy,16,
2023-03-30,5.0,5.0,134.08,0.0,sunny,9,
2023-01-28,4.0,8.0,72.58,1.0,nan,12,
2023-02-03,2.0,5.0,72.81,0.0,nan,14,# *
2023-02-27,4.0,10.0,89.16,,rainy,18,
2023-01-07,5.0,7.0,67.58,,rainy,9,
2023-02-26,3.0,2.0,77.92,,# *,19,
2023-02-17,3.0,5.0,91.23,1.0,cloudy,8,
2023-01-27,2.0,6.0,39.46,1.0,rainy,8,
2023-01-28,,3.0,118.82,,rainy,19,Check
2023-03-01,4.0,4.0,66.43,,cloudy,12,
2023-03-31,2.0,9.0,148.6,,# *,12,
2023-01-09,3.0,6.0,114.35,,rainy,9,# *
2023-02-10,3.0,10.0,,1.0,sunny,16,# *
2023-03-13,5.0,9.0,104.5,1.0,# *,16,
2023-03-08,5.0,9.0,105.21,,sunny,9,Check
2023-01-15,2.0,2.0,,0.0,sunny,5,# *
2023-03-18,2.0,1.0,102.0,0.0,cloudy,17,Check
2023-02-23,4.0,2.0,93.57,1.0,rainy,17,# *
2023-01-26,2.0,6.0,50.13,,rainy,18,
2023-03-29,4.0,6.0,125.55,1.0,nan,7,
2023-01-24,4.0,3.0,82.11,1.0,# *,9,Check
2023-01-12,1.0,2.0,71.43,,sunny,18,
2023-01-21,2.0,3.0,88.54,0.0,cloudy,14,
2023-01-11,4.0,3.0,77.43,0.0,nan,9,
2023-01-24,4.0,1.0,49.43,1.0,nan,15,
2023-03-31,3.0,10.0,96.3,,rainy,8,
2023-02-04,4.0,7.0,67.98,1.0,cloudy,13,
2023-03-20,3.0,3.0,115.39,0.0,nan,17,Check
2023-03-18,3.0,6.0,114.25,1.0,# *,14,Check
2023-02-21,1.0,8.0,96.23,0.0,sunny,8,# *
2023-03-01,2.0,4.0,117.58,1.0,# *,9,# *
2023-03-21,3.0,7.0,62.72,,cloudy,17,# *
2023-01-17,5.0,8.0,52.34,,# *,7,Check
2023-01-15,5.0,5.0,92.9,1.0,cloudy,7,# *
2023-03-18,4.0,8.0,98.88,1.0,cloudy,14,Check
2023-03-03,5.0,2.0,80.3,0.0,nan,10,# *
2023-02-19,1.0,9.0,111.14,,rainy,17,Check
2023-01-04,1.0,3.0,88.46,,sunny,8,# *
2023-02-09,4.0,6.0,88.31,,nan,5,Check
2023-02-16,2.0,3.0,93.73,0.0,nan,11,
2023-02-23,5.0,8.0,,0.0,# *,5,# *
2023-02-16,5.0,7.0,,,# *,11,
2023-02-28,1.0,10.0,115.06,0.0,cloudy,6,Check
2023-02-02,1.0,3.0,102.84,,# *,14,# *
2023-02-08,5.0,1.0,73.72,1.0,cloudy,16,
2023-01-12,4.0,6.0,69.21,0.0,cloudy,14,Check
2023-01-06,4.0,9.0,68.69,,sunny,11,Check
2023-02-05,3.0,8.0,79.21,0.0,cloudy,13,
2023-01-12,1.0,10.0,91.05,1.0,nan,9,
2023-01-07,3.0,1.0,73.04,,# *,7,# *
2023-02-27,3.0,1.0,69.04,,rainy,14,# *
2023-02-26,4.0,2.0,101.91,,rainy,12,
2023-01-20,3.0,1.0,176.53,1.0,sunny,5,
2023-01-18,3.0,8.0,201.88,1.0,sunny,17,
2023-02-23,3.0,8.0,84.36,,nan,12,
2023-01-04,3.0,2.0,49.35,0.0,nan,12,
2023-02-04,4.0,9.0,109.01,,# *,6,Check
2023-03-14,3.0,1.0,79.74,0.0,nan,16,
2023-01-18,2.0,2.0,48.76,,nan,11,
2023-03-09,3.0,8.0,87.57,0.0,# *,15,# *
2023-01-27,2.0,5.0,70.48,,cloudy,10,
2023-01-06,,8.0,46.8,0.0,nan,13,Check
2023-01-21,2.0,2.0,170.29,0.0,# *,13,
2023-01-17,2.0,6.0,51.44,1.0,# *,15,# *
2023-01-30,5.0,3.0,62.17,0.0,# *,10,
2023-02-12,1.0,,117.64,0.0,cloudy,16,
2023-02-03,1.0,7.0,42.55,,sunny,8,# *
2023-01-26,2.0,4.0,89.16,,cloudy,16,
2023-03-24,4.0,8.0,71.39,,# *,15,Check
2023-01-08,2.0,5.0,76.88,1.0,rainy,18,
2023-03-01,1.0,5.0,124.23,,sunny,11,
2023-02-09,2.0,5.0,94.69,,nan,8,Check
2023-03-03,1.0,5.0,118.68,,# *,6,# *
2023-03-26,5.0,7.0,104.92,0.0,sunny,5,# *
2023-03-11,4.0,6.0,130.98,1.0,sunny,19,# *
2023-03-18,3.0,9.0,62.07,1.0,cloudy,11,# *
2023-02-12,,2.0,92.29,,cloudy,5,
2023-01-10,5.0,3.0,36.76,1.0,# *,8,
2023-01-15,2.0,,82.07,0.0,# *,14,
2023-02-05,1.0,5.0,109.08,0.0,nan,13,
2023-01-25,5.0,5.0,90.48,,sunny,9,
2023-01-15,3.0,2.0,51.47,,sunny,8,# *
2023-01-16,2.0,7.0,61.85,1.0,# *,17,# *
2023-01-20,5.0,10.0,73.61,1.0,rainy,5,Check
2023-01-02,3.0,1.0,54.07,0.0,sunny,16,# *
2023-01-11,3.0,2.0,47.32,1.0,nan,17,
2023-01-11,3.0,3.0,63.38,0.0,cloudy,9,
2023-03-18,5.0,9.0,125.58,,# *,9,Check
2023-01-06,3.0,8.0,54.43,,sunny,17,# *
2023-03-15,3.0,3.0,101.14,0.0,# *,11,
2023-02-12,2.0,4.0,121.41,,# *,7,Check
2023-03-14,2.0,5.0,102.98,1.0,# *,5,
2023-03-26,2.0,10.0,131.84,0.0,cloudy,6,
2023-01-16,5.0,5.0,74.24,0.0,nan,11,Check
2023-03-23,3.0,5.0,113.08,,# *,19,Check
2023-03-17,4.0,10.0,105.27,,# *,19,# *
2023-01-07,4.0,4.0,50.07,,# *,6,Check
2023-02-07,4.0,8.0,56.49,,sunny,12,
2023-01-10,5.0,4.0,51.11,1.0,rainy,9,# *
2023-03-15,4.0,6.0,113.81,,sunny,19,
2023-02-13,,7.0,63.02,,# *,19,# *
2023-02-24,2.0,,101.08,0.0,cloudy,16,
2023-01-02,2.0,8.0,59.73,,cloudy,11,# *
2023-02-17,5.0,1.0,62.16,1.0,nan,7,# *
2023-02-03,2.0,8.0,,0.0,# *,9,
2023-01-30,5.0,2.0,71.94,,sunny,18,# *
2023-01-07,1.0,6.0,94.45,0.0,cloudy,10,# *
2023-02-24,4.0,10.0,96.44,1.0,cloudy,17,# *
2023-03-03,3.0,1.0,88.71,0.0,nan,13,
2023-02-20,2.0,7.0,79.17,0.0,rainy,18,
2023-03-26,4.0,3.0,157.29,0.0,# *,10,
2023-03-07,3.0,6.0,82.13,0.0,rainy,16,
2023-01-06,5.0,5.0,288.09,1.0,sunny,5,# *
2023-02-08,5.0,7.0,56.4,1.0,# *,13,# *
2023-03-28,3.0,6.0,86.18,1.0,# *,10,# *
2023-01-17,3.0,3.0,72.78,0.0,sunny,9,
2023-02-09,2.0,6.0,55.3,,cloudy,13,
2023-03-17,3.0,9.0,,,rainy,19,
2023-03-16,3.0,4.0,53.15,1.0,rainy,18,
2023-02-14,4.0,7.0,64.1,1.0,# *,15,
2023-03-14,1.0,6.0,109.46,1.0,cloudy,17,Check
2023-03-03,3.0,4.0,47.06,,cloudy,8,Check
2023-02-21,3.0,8.0,80.7,,cloudy,6,
2023-03-14,5.0,5.0,113.7,1.0,sunny,9,# *
2023-02-03,3.0,8.0,69.63,,# *,9,
2023-01-27,2.0,4.0,99.6,,# *,19,
2023-01-24,5.0,6.0,96.37,1.0,sunny,10,# *
2023-01-12,5.0,8.0,34.22,1.0,rainy,16,# *
2023-01-02,2.0,9.0,78.14,,sunny,11,
2023-02-08,4.0,9.0,98.54,1.0,cloudy,18,
2023-03-19,1.0,5.0,160.64,0.0,sunny,17,
2023-03-28,1.0,3.0,149.14,1.0,# *,14,# *
2023-03-29,4.0,7.0,,1.0,sunny,7,
2023-02-15,2.0,6.0,55.78,1.0,rainy,7,
2023-03-07,3.0,1.0,88.8,0.0,cloudy,18,# *
2023-03-22,3.0,10.0,76.78,1.0,sunny,6,Check
2023-03-16,5.0,8.0,72.81,1.0,cloudy,7,
2023-01-21,1.0,9.0,90.88,1.0,nan,19,
2023-01-03,5.0,3.0,47.17,0.0,rainy,8,
2023-01-26,5.0,4.0,71.27,1.0,nan,14,
2023-03-20,4.0,2.0,107.14,1.0,rainy,16,
2023-03-09,1.0,3.0,122.18,0.0,rainy,9,
2023-01-02,5.0,9.0,48.7,0.0,# *,12,
2023-02-13,2.0,2.0,68.51,,nan,11,Check
2023-01-13,5.0,7.0,54.71,0.0,# *,7,
2023-03-07,1.0,2.0,89.58,,rainy,8,# *
2023-01-21,1.0,6.0,92.6,,# *,6,# *
2023-01-11,2.0,5.0,,,cloudy,6,# *
2023-03-14,1.0,1.0,109.54,1.0,# *,19,
2023-01-09,5.0,3.0,40.56,1.0,cloudy,9,
2023-01-11,1.0,5.0,76.29,1.0,rainy,18,# *
2023-01-01,4.0,3.0,84.48,1.0,sunny,18,
2023-03-16,2.0,8.0,115.86,1.0,cloudy,10,# *
2023-03-02,3.0,2.0,72.46,1.0,# *,8,Check
2023-03-14,1.0,7.0,66.06,,rainy,15,# *
2023-02-08,4.0,4.0,54.67,,rainy,5,Check
2023-01-23,4.0,2.0,66.24,1.0,sunny,8,Check
2023-03-04,2.0,3.0,121.97,0.0,# *,16,# *
2023-02-20,4.0,9.0,111.05,,sunny,8,Check
2023-02-03,4.0,3.0,94.01,0.0,# *,18,# *
2023-02-02,2.0,3.0,90.86,1.0,cloudy,8,
2023-03-09,2.0,3.0,105.94,1.0,# *,14,Check
2023-01-31,1.0,4.0,107.47,1.0,# *,18,Check
2023-01-06,1.0,7.0,44.59,1.0,sunny,14,
2023-03-26,2.0,3.0,135.94,,rainy,17,Check
2023-03-08,4.0,1.0,,1.0,nan,8,Check
2023-03-07,1.0,4.0,129.85,0.0,nan,19,# *
2023-03-05,1.0,6.0,139.61,,cloudy,19,
2023-03-20,3.0,4.0,63.07,1.0,# *,16,# *
2023-03-12,1.0,8.0,132.11,0.0,# *,11,
2023-02-09,1.0,4.0,105.47,0.0,nan,14,Check
2023-03-27,4.0,5.0,53.0,1.0,# *,12,
2023-02-19,4.0,2.0,104.11,,sunny,9,
2023-03-26,1.0,5.0,,0.0,rainy,8,
2023-03-14,3.0,2.0,81.33,1.0,sunny,15,
2023-02-28,3.0,10.0,66.63,,cloudy,14,
2023-03-20,5.0,2.0,104.77,,nan,18,
2023-02-16,3.0,10.0,77.57,1.0,# *,13,
2023-02-22,3.0,7.0,51.2,,nan,14,# *
2023-02-26,3.0,3.0,115.83,1.0,rainy,10,
2023-02-12,5.0,2.0,88.54,0.0,sunny,11,# *
2023-03-10,1.0,,132.9,0.0,nan,5,Check
2023-03-08,3.0,6.0,82.63,,sunny,12,
2023-03-06,3.0,4.0,56.11,1.0,cloudy,16,Check
2023-02-02,4.0,1.0,51.04,0.0,cloudy,13,
2023-02-26,3.0,7.0,72.62,,nan,12,
2023-01-16,4.0,,80.23,,rainy,17,
2023-02-27,4.0,3.0,107.31,0.0,nan,11,
2023-02-17,5.0,7.0,75.85,1.0,rainy,10,Check
2023-01-13,2.0,2.0,50.03,,rainy,5,# *
2023-01-31,2.0,9.0,101.63,1.0,# *,6,
2023-03-05,4.0,5.0,49.57,0.0,nan,12,
2023-03-20,1.0,10.0,140.29,,# *,10,
2023-03-06,3.0,1.0,82.8,0.0,rainy,7,
2023-02-06,4.0,7.0,44.09,0.0,nan,17,
2023-02-13,3.0,9.0,37.72,1.0,rainy,18,
2023-01-14,1.0,,48.99,0.0,cloudy,8,Check
2023-01-31,5.0,8.0,55.41,1.0,# *,16,
2023-02-20,4.0,4.0,78.39,,nan,13,
2023-03-25,2.0,10.0,121.67,1.0,nan,6,Check
2023-03-05,5.0,6.0,139.49,,nan,19,
2023-01-22,2.0,7.0,70.31,0.0,rainy,18,Check
2023-01-19,3.0,2.0,53.93,,# *,9,Check
2023-01-12,3.0,10.0,50.69,,rainy,9,# *
2023-03-07,1.0,1.0,121.37,1.0,# *,8,# *
2023-01-21,5.0,7.0,60.81,1.0,# *,8,
2023-03-27,2.0,2.0,81.77,0.0,rainy,6,
2023-01-18,5.0,6.0,90.82,1.0,cloudy,5,Check
2023-02-11,5.0,8.0,,1.0,cloudy,9,Check
2023-02-26,1.0,6.0,127.32,,rainy,17,Check
2023-01-14,5.0,6.0,111.68,1.0,nan,12,# *
2023-01-06,1.0,9.0,75.14,1.0,cloudy,7,# *
2023-01-08,5.0,8.0,44.98,,nan,8,
2023-03-02,4.0,10.0,87.69,0.0,# *,10,# *
2023-03-10,2.0,5.0,97.88,,# *,10,Check
2023-01-24,5.0,1.0,66.73,1.0,cloudy,15,# *
2023-01-06,5.0,9.0,55.09,,sunny,18,
2023-03-19,5.0,7.0,98.58,0.0,# *,17,
2023-03-09,2.0,7.0,78.1,,sunny,18,
2023-03-17,4.0,3.0,124.91,0.0,nan,11,
2023-01-12,2.0,8.0,70.26,,nan,7,# *
2023-01-16,2.0,9.0,86.14,1.0,cloudy,12,# *
2023-02-11,3.0,2.0,82.4,1.0,sunny,17,
2023-02-11,4.0,8.0,65.98,1.0,# *,14,Check
2023-03-09,5.0,4.0,85.45,,sunny,7,Check
2023-01-28,4.0,9.0,109.76,0.0,# *,8,Check
2023-02-06,1.0,7.0,46.49,1.0,cloudy,11,
2023-01-23,4.0,6.0,82.57,,sunny,17,Check
2023-02-24,2.0,3.0,93.07,0.0,cloudy,16,# *
2023-03-21,3.0,1.0,94.14,,cloudy,9,Check
2023-02-16,5.0,3.0,52.63,,cloudy,8,
2023-01-23,1.0,5.0,78.39,1.0,rainy,12,
2023-03-16,2.0,2.0,80.85,,rainy,6,
2023-01-08,4.0,8.0,63.91,0.0,rainy,6,
2023-03-07,1.0,7.0,56.76,1.0,# *,12,
2023-03-07,5.0,6.0,118.99,1.0,nan,15,Check
2023-03-13,3.0,8.0,94.85,0.0,nan,8,
2023-02-23,2.0,2.0,73.12,1.0,nan,19,Check
2023-03-30,2.0,8.0,113.04,1.0,sunny,11,Check
2023-01-24,2.0,6.0,37.12,0.0,rainy,16,Check
2023-01-16,1.0,7.0,35.75,1.0,cloudy,17,# *
2023-03-15,5.0,2.0,98.6,,# *,13,# *
2023-03-09,4.0,6.0,107.78,0.0,rainy,7,# *
2023-03-16,3.0,3.0,114.44,,nan,8,
2023-01-03,1.0,3.0,73.21,1.0,rainy,11,
2023-02-02,5.0,8.0,43.64,0.0,# *,15,
2023-02-12,4.0,3.0,125.72,,sunny,9,# *
2023-01-15,3.0,9.0,51.12,,# *,16,
2023-03-18,1.0,2.0,132.25,0.0,# *,14,Check
2023-02-09,2.0,7.0,77.17,0.0,nan,12,
2023-01-17,,1.0,52.4,1.0,rainy,11,
2023-03-19,3.0,9.0,79.49,1.0,# *,8,# *
2023-02-20,5.0,3.0,53.06,0.0,sunny,5,Check
2023-03-17,4.0,5.0,44.41,1.0,# *,5,
2023-02-23,1.0,10.0,122.34,,cloudy,6,
2023-01-09,2.0,2.0,59.43,0.0,sunny,9,
2023-03-21,4.0,2.0,101.77,0.0,# *,7,Check
2023-01-23,4.0,1.0,50.92,,sunny,19,Check
2023-03-11,1.0,9.0,136.22,0.0,cloudy,7,# *
2023-02-10,3.0,1.0,60.51,,sunny,19,Check
2023-03-07,4.0,4.0,69.57,0.0,nan,11,
2023-03-12,4.0,7.0,78.5,1.0,# *,14,
2023-03-05,1.0,4.0,149.44,0.0,cloudy,6,
2023-03-22,5.0,1.0,78.41,1.0,rainy,5,Check
2023-01-06,4.0,7.0,34.78,,# *,8,
2023-01-06,1.0,6.0,66.88,,nan,17,
2023-03-04,3.0,9.0,59.18,,# *,14,
2023-02-03,1.0,6.0,96.01,1.0,nan,14,
2023-02-27,1.0,7.0,53.32,1.0,cloudy,19,
2023-03-05,4.0,9.0,144.31,,sunny,14,
2023-03-11,1.0,10.0,163.16,0.0,sunny,9,
2023-03-26,2.0,8.0,133.45,1.0,rainy,10,
2023-01-01,5.0,9.0,76.66,,rainy,17,Check
2023-03-22,1.0,1.0,116.88,1.0,sunny,9,
2023-01-28,2.0,7.0,77.99,,sunny,5,# *
2023-02-17,4.0,9.0,274.74,0.0,cloudy,19,# *
2023-02-19,4.0,3.0,123.67,0.0,rainy,6,Check
2023-01-11,2.0,9.0,78.89,0.0,sunny,10,# *
2023-02-22,2.0,9.0,107.74,0.0,# *,8,# *
2023-01-11,2.0,3.0,,,sunny,17,
2023-02-14,5.0,8.0,57.42,1.0,rainy,13,
2023-02-04,4.0,1.0,50.19,0.0,nan,10,# *
2023-02-01,2.0,9.0,92.89,0.0,nan,17,
2023-01-15,4.0,5.0,35.48,0.0,nan,13,
2023-02-10,4.0,1.0,45.6,0.0,# *,6,
2023-01-11,3.0,9.0,44.62,1.0,# *,8,# *
2023-03-19,4.0,5.0,60.15,,sunny,11,
2023-03-08,,10.0,95.03,,rainy,15,
2023-01-30,1.0,8.0,90.51,0.0,sunny,5,
2023-01-14,5.0,4.0,63.78,0.0,sunny,6,
2023-02-06,5.0,7.0,67.7,0.0,sunny,17,
2023-01-20,3.0,8.0,57.27,0.0,nan,16,Check
2023-03-01,3.0,10.0,72.92,,nan,19,Check
2023-02-20,1.0,6.0,98.55,,sunny,10,
2023-01-11,4.0,10.0,68.27,1.0,# *,5,
2023-03-07,3.0,3.0,103.36,,cloudy,11,Check
2023-02-10,1.0,,116.88,,sunny,19,
2023-03-11,2.0,7.0,97.44,,sunny,15,Check
2023-02-24,1.0,1.0,,1.0,# *,7,# *
2023-03-30,3.0,2.0,84.53,1.0,rainy,6,
2023-03-11,2.0,3.0,138.5,1.0,rainy,10,
2023-03-23,4.0,2.0,328.57,1.0,cloudy,17,# *
2023-01-29,3.0,3.0,102.51,,# *,14,# *
2023-03-24,4.0,2.0,107.24,1.0,# *,18,
2023-01-28,5.0,2.0,87.21,0.0,sunny,16,# *
2023-01-01,4.0,4.0,60.31,,nan,10,
2023-03-13,2.0,7.0,74.17,1.0,rainy,6,
2023-01-21,2.0,8.0,89.3,0.0,rainy,15,
2023-03-05,2.0,4.0,139.14,0.0,# *,8,
2023-01-25,3.0,9.0,31.89,,nan,15,
2023-01-04,3.0,,,,nan,11,
2023-03-10,,8.0,107.41,,cloudy,15,# *
2023-01-09,1.0,5.0,86.71,1.0,rainy,14,
2023-02-20,3.0,5.0,89.41,,cloudy,13,
2023-02-13,3.0,2.0,65.08,1.0,nan,13,Check
2023-01-01,5.0,3.0,42.69,,nan,18,
2023-03-20,5.0,8.0,74.71,0.0,sunny,9,# *
2023-01-31,2.0,3.0,76.72,0.0,# *,12,
2023-01-09,3.0,10.0,51.33,,# *,9,Check
2023-03-21,3.0,8.0,91.18,,rainy,10,
2023-02-15,5.0,1.0,61.53,,cloudy,12,Check
2023-03-26,1.0,3.0,181.89,0.0,# *,10,# *
2023-01-05,1.0,9.0,73.31,1.0,rainy,10,
2023-03-01,5.0,4.0,91.11,1.0,cloudy,18,# *
2023-01-28,2.0,1.0,80.55,1.0,sunny,18,Check
2023-02-27,1.0,8.0,101.58,0.0,sunny,8,Check
2023-03-29,5.0,4.0,97.22,0.0,rainy,17,Check
2023-03-16,3.0,5.0,,1.0,sunny,10,
2023-03-04,2.0,2.0,95.49,,cloudy,11,Check
2023-02-19,3.0,4.0,54.9,1.0,rainy,8,# *
2023-03-14,5.0,6.0,132.62,0.0,rainy,12,
2023-03-23,5.0,8.0,,,nan,18,# *
2023-03-26,5.0,8.0,89.13,0.0,# *,12,
2023-01-08,5.0,4.0,77.15,,sunny,10,
2023-02-08,1.0,1.0,101.05,0.0,sunny,12,
2023-03-13,4.0,2.0,94.47,1.0,nan,8,
2023-03-20,2.0,5.0,118.21,1.0,rainy,17,# *
2023-02-12,1.0,3.0,127.85,,sunny,14,# *
2023-02-18,1.0,7.0,67.17,,cloudy,19,
2023-03-02,4.0,1.0,55.8,,cloudy,19,# *
2023-03-04,5.0,7.0,86.89,0.0,# *,14,Check
2023-03-15,5.0,4.0,98.15,0.0,nan,9,
2023-01-11,3.0,10.0,44.86,1.0,cloudy,18,
2023-03-22,1.0,10.0,135.46,,cloudy,15,
2023-03-16,5.0,6.0,141.99,,sunny,15,
2023-01-27,3.0,5.0,67.29,1.0,# *,18,Check
2023-01-26,1.0,2.0,79.28,,# *,5,
2023-02-06,5.0,4.0,236.36,0.0,rainy,11,
2023-02-05,3.0,9.0,57.78,,sunny,8,Check
2023-02-27,4.0,2.0,91.2,1.0,sunny,19,
2023-03-31,4.0,4.0,78.58,0.0,cloudy,9,Check
2023-03-31,1.0,1.0,120.56,1.0,sunny,11,Check
2023-01-28,3.0,2.0,59.22,1.0,sunny,6,Check
2023-01-29,2.0,8.0,102.36,0.0,sunny,11,# *
2023-03-23,5.0,5.0,132.38,,sunny,6,Check
2023-01-05,3.0,5.0,69.78,1.0,sunny,15,
2023-02-18,3.0,7.0,71.22,,sunny,17,
2023-03-06,2.0,2.0,210.84,0.0,rainy,11,
2023-03-27,4.0,7.0,69.2,,cloudy,16,# *
